year,governorate_1,governorate_2,planned,joint_statement,unspecified_JO,gov_collaboration,affiliates,parent_group,operations_room,big_bomb,target_class,target_class2,target_class3,target_class4,claim_source,notes,ose_claim_id,ose_date,frenemie_id,claim_full_text,Compound_Claim,Subject_Full_Name,subject,Object_Full_Name,object ,Posting_Full_Name,posting,type1,type2,type3,Pos_Existing_Ties,Neg_Existing_Ties,Duplicate,Frenemy_Notes,Interesting_Flag,Coder_ID,Skip
2017,Idlib,NA,no,no,no,no,no,no,no,no,ASIM,JAA,.,.,other_militants,.,TRR2017022302407483,2017-02-23,914,"<c9> but a [fath al-sham] front convoy arrived and separated the
 
 
 two sides, giving guarantees and announcing that jund [al-aqsa] has come
 
 
 under fath al-sham."" <c9>",,Jund al-Aqsa,JAA,Fath al-Sham Front,FSF,Fath al-Sham Front,FSF,Merger,,,,,,JAA is back under FSF hersay ,,ANS,.
2017,Daraa,NA,yes,no,no,no,no,no,yes,no,ISIL,NA,NA,NA,other,.,TRR2017030205464275,2017-03-02,921,"on 1 march, pro - free syrian army twitter user ""'ajil - al-jaysh al-hurr"" tweeted an embedded image of a statement issued by the following groups operating in the town of nawa: ""ahrar nawa division, mujahidi al-faruq brigade, the martyr jamil abu-al-zayn division, qasiyun brigades, jaydur hawran brigades, al-ababil army, the 46^th division, mujahidi hawran brigades, al-'umari brigades, sayf al-sham brigades, al-furqan brigades, ansar al-islam front, jaysh al-islam, al-haqq division, al-hamzah division, and al-hasm division."" in this statement, these groups announce that they have ""formed a military operations room in the town of nawa to proceed with the military operations against da'ish [arabic acronym for isis] gangs in the area of al yarmuk basin.""",,ahrar nawa division; mujahidi al-faruq brigade; martyr jamil abu-al-zayn division; qasiyun brigades; jaydur hawran brigades; al-ababil armythe 46th division; mujahidi hawran brigades; al-'umari brigades; sayf al-sham brigades; al-furqan brigades; ansar al-islam front; jaysh al-islam; al-haqq division; al-hamzah division; al-hasm division,,,,Free Syrian Army,FSA,JOR,,,,,,"A large number of groups form an operation room the operations room name isn't given. THe groups are: ahrar nawa division, mujahidi al-faruq brigade, the martyr jamil abu-al-zayn division, qasiyun brigades, jaydur hawran brigades, al-ababil army, the 46^th division, mujahidi hawran brigades, al-'umari brigades, sayf al-sham brigades, al-furqan brigades, ansar al-islam front, jaysh al-islam, al-haqq division, al-hamzah division, and al-hasm division",,ANS,.
2017,NA,NA,no,no,no,no,yes,HTS,no,no,.,NA,NA,NA,direct_quote,.,TRR2017030964753202,2017-03-09,922,"at 0822 gmt on 3 march, twitter user ""al-bunyan al-marsus""
 
 
  , tweeted an embedded image of a
 
 
  poster bearing the logo of the tahrir al-sham corps in which the ""martyr
 
 
  'umar ja'luk battalion operating in 'anadan and previously affiliated to
 
 
  the levant front"" announces it is joining the tahrir al-sham corps.",,martyr 'umar ja'luk battalion,MuJB,Tahrir al-Sham,HTS,,,Merger,,,,,,MuJB joins HTS,,ANS,.
NA,.,,,,,no,,,NA,no,.,,,,other_militants,,TRR2017030964753202,2017-03-09,924,"at 1622 gmt on 3 march, twitter user ""warathat al-majd"" , tweeted an embedded image of a handwritten statement bearing the logo of the tahrir al-sham corps in which the ""martyr fayad al 
 
 shaykh salih battalion in tall 'adah previously operating under faylaq al-sham"" pledges allegiance to the tahrir al-sham corps and"" its leader hashim al-shaykh.""",,martyr fayad al shaykh salih battalion fighters,MFASSB fighters,martyr fayad al shaykh salih battalion,MFASSB,,,Defect_Neg,,,,,,MFASSB defects from FayAS and joins HTS,,ANS,.
NA,.,,,,,no,,,NA,no,.,,,,other_militants,,TRR2017030964753202,2017-03-09,924.1,"at 1622 gmt on 3 march, twitter user ""warathat al-majd"" , tweeted an embedded image of a handwritten statement bearing the logo of the tahrir al-sham corps in which the ""martyr fayad al 
 
 shaykh salih battalion in tall 'adah previously operating under faylaq al-sham"" pledges allegiance to the tahrir al-sham corps and"" its leader hashim al-shaykh.""",,martyr fayad al shaykh salih battalion fighters,MFASSB fighters,Tahrir al-Sham,HTS,,,Defect_Pos,,,,,,MFASSB defects from FayAS and joins HTS,,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,FSA,.,.,.,news_general,SKIP: frenemies...prisoner release mediated by Al-Thuwwar Army,TRR2017031486153333,2017-03-14,926,"on 11 march, ""aleppo24"" tweeted: ""the people's protection
 
 
 units released 80 members of the free syrian army upon the
 
 
 mediation of al-thuwwar army. they were detained in the prison of the
 
 
 town of #'afrin in the countryside of #aleppo.",,People's Protection Units,YPG,Free Syrian Army,FSA,,,Release,,,,,,YPG releases FSA prisoners ,,ANS,.
2017,.,,no,no,no,.,yes,.,no,no,.,.,.,.,other_militants,overcapturing as possible frenemies claim,TRR2017041100212237,2017-04-11,936,"on 10 april, the anha website posted a summary of an interview with
 
 ""ahmad al-sultan, aka abu-'arraj, deputy general commander of jaysh
 
 al-thuwwar,"" an sdf affiliate. according to abu-'arraj, ""the extremist
 
 mercenaries of tahrir al-sham corps and ahrar al-sham [islamic movement]
 
 are trying to eliminate the moderate factions in idlib,"" and ""turkey is
 
 trying to occupy idlib under various monikers by supporting these
 
 extremist groups."" the ""only solution for the populace of idlib to be
 
 rid of conflicts and massacres and liberated from the mercenary groups,""
 
 he says, ""is by uniting with jaysh al-thuwwar."" abu-'arraj also states
 
 that though ""the ahrar al-sham mercenaries are syrians,"" they ""are
 
 supported by foreign agendas, particularly by turkey,"" and are ""involved
 
 in all the battles raging in idlib as they fight against jund al-aqsa on
 
 one hand and tahrir al-sham corps on the other."" he accuses ahrar
 
 al-sham of wanting to ""seize control of the entire city of idlib while
 
 turkey seeks to secure international legitimacy for ahrar al-sham by
 
 prompting many groups to join it."" according to abu-'arraj, ""several
 
 battalions contacted us following the enjoining of the ranks initiative
 
 submitted by"" the sdf, ""but we will refrain from mentioning their names
 
 for the sake of their safety.""",,Jaysh al-Thuwwar,JThu,Ahrar al-Sham; Tahrir al-Sham,ASIM; HTS,Jaysh al-Thuwwar,JThu,Critique,,,,,,"JThu (an SDF affiliate) calls HTS and ASIM extremist and supported by foreigners like 
Turkey which he says is supporting them to eliminate the moderate groups",yes,ANS,.
2017,.,,no,no,no,.,yes,.,no,no,.,.,.,.,other_militants,overcapturing as possible frenemies claim,TRR2017041100212237,2017-04-11,936.1,"on 10 april, the anha website posted a summary of an interview with
 
 ""ahmad al-sultan, aka abu-'arraj, deputy general commander of jaysh
 
 al-thuwwar,"" an sdf affiliate. according to abu-'arraj, ""the extremist
 
 mercenaries of tahrir al-sham corps and ahrar al-sham [islamic movement]
 
 are trying to eliminate the moderate factions in idlib,"" and ""turkey is
 
 trying to occupy idlib under various monikers by supporting these
 
 extremist groups."" the ""only solution for the populace of idlib to be
 
 rid of conflicts and massacres and liberated from the mercenary groups,""
 
 he says, ""is by uniting with jaysh al-thuwwar."" abu-'arraj also states
 
 that though ""the ahrar al-sham mercenaries are syrians,"" they ""are
 
 supported by foreign agendas, particularly by turkey,"" and are ""involved
 
 in all the battles raging in idlib as they fight against jund al-aqsa on
 
 one hand and tahrir al-sham corps on the other."" he accuses ahrar
 
 al-sham of wanting to ""seize control of the entire city of idlib while
 
 turkey seeks to secure international legitimacy for ahrar al-sham by
 
 prompting many groups to join it."" according to abu-'arraj, ""several
 
 battalions contacted us following the enjoining of the ranks initiative
 
 submitted by"" the sdf, ""but we will refrain from mentioning their names
 
 for the sake of their safety.""",,Ahrar al-Sham; Tahrir al-Sham,ASIM; HTS,Turkey,Turk,Jaysh al-Thuwwar,JThu,Collaboration,,,,,,"JThu (an SDF affiliate) calls HTS and ASIM extremist and supported by foreigners like 
Turkey which he says is supporting them to eliminate the moderate groups",yes,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,Ajnad al-Sham BRIGADE is goinging Tahrir al-Sham corps. content repeated in several claims in spring of 2017,TRR2017041800711034,2017-04-18,938,"on 16 april, pro-tahrir al-sham corps user ""abu-haydarah al-qalamuni"" tweeted an image of a statement in which groups and individuals of the ajnad al-sham brigade announce their ""pledge of allegiance to tahrir al-sham corps."" the statement relates that the group's ""shura council convened on 7 april 2017 to discuss the issue of merging with the [tahrir al-sham] corps after a three-month delay."" according to the statement, ""following the discussions, the majority voted in favor of the merger, but we were surprised by the decision taken by the commander of the brigade contravening the decision of the majority of the shura [council]."" the ""following brothers announce"" their allegiance in the statement:
 
 
  * ""1. abu-zayd ta'um, shura council member
 
 
  * ""2. abu-al-miqdad, commander of the third company and shura council
 
 
  member, alongside a group of his company
 
 
  * ""3. an infantry group of the remainder of the brigade
 
 
  * ""4. part of the support company
 
 
  * ""5. abu-ahmad hasan, head of the production office
 
 
  * ""6. abu-'umar abiyah, head of the relief office""
 
 
 the statement concludes by beseeching god to ""unite the ranks and the word of muslims.""",,Ajnad al-Sham Fighters,AASG Fighters,Tahrir al-Sham,HTS,,,Merger,,,,,,AASG members pledge to HTS,,ANS,.
2017,Idlib,Hama,no,no,no,no,no,no,no,no,.,.,.,.,other,an affliate of AASG is leaving AASG to joing HTS; I thought this was a centralized decision before,TRL2017041969475996,2017-04-19,939,"/between 16 march and 16 april, several twitter users posted reports and images of statements from various armed groups in idlib and hamah declaring their allegiance to the tahrir al-sham corps. below is a summary of the tweets and statements./
 
 
 
 
 
 at 1902 gmt on 16 march, twitter user ""al-bunyan al-marsus"" tweeted an embedded image of a statement bearing the tahrir al-sham corps logo in which the ""kafr halab and miznar companies affiliated to ajnad al-sham, a subsidiary of ahrar al-sham movement"" announce they are resigning from ahrar al-sham to join the tahrir al-sham corps.",,Kafr Halib Fighters,KH Figthers,Kafr Halib,KH,,,Defect_Neg,,,,,,KH and MC defect to join HTS. Interesting because I didn't know that AASG was a subsidiary of ASIM,yes,ANS,.
2017,Idlib,Hama,no,no,no,no,no,no,no,no,.,.,.,.,other,an affliate of AASG is leaving AASG to joing HTS; I thought this was a centralized decision before,TRL2017041969475996,2017-04-19,939.1,"/between 16 march and 16 april, several twitter users posted reports and images of statements from various armed groups in idlib and hamah declaring their allegiance to the tahrir al-sham corps. below is a summary of the tweets and statements./
 
 
 
 
 
 at 1902 gmt on 16 march, twitter user ""al-bunyan al-marsus"" tweeted an embedded image of a statement bearing the tahrir al-sham corps logo in which the ""kafr halab and miznar companies affiliated to ajnad al-sham, a subsidiary of ahrar al-sham movement"" announce they are resigning from ahrar al-sham to join the tahrir al-sham corps.",,Kafr Halib Fighters,KH Figthers,Tahrir al-Sham,HTS,,,Defect_Pos,,,,,,KH and MC defect to join HTS. Interesting because I didn't know that AASG was a subsidiary of ASIM,yes,ANS,.
2017,Idlib,Hama,no,no,no,no,no,no,no,no,.,.,.,.,other,an affliate of AASG is leaving AASG to joing HTS; I thought this was a centralized decision before,TRL2017041969475996,2017-04-19,939.2,"/between 16 march and 16 april, several twitter users posted reports and images of statements from various armed groups in idlib and hamah declaring their allegiance to the tahrir al-sham corps. below is a summary of the tweets and statements./
 
 
 
 
 
 at 1902 gmt on 16 march, twitter user ""al-bunyan al-marsus"" tweeted an embedded image of a statement bearing the tahrir al-sham corps logo in which the ""kafr halab and miznar companies affiliated to ajnad al-sham, a subsidiary of ahrar al-sham movement"" announce they are resigning from ahrar al-sham to join the tahrir al-sham corps.",,Miznar Companies Fighters,MC Fighters,Miznar Companies,MC,,,Defect_Neg,,,,,,KH and MC defect to join HTS. Interesting because I didn't know that AASG was a subsidiary of ASIM,yes,ANS,.
2017,Idlib,Hama,no,no,no,no,no,no,no,no,.,.,.,.,other,an affliate of AASG is leaving AASG to joing HTS; I thought this was a centralized decision before,TRL2017041969475996,2017-04-19,939.3,"/between 16 march and 16 april, several twitter users posted reports and images of statements from various armed groups in idlib and hamah declaring their allegiance to the tahrir al-sham corps. below is a summary of the tweets and statements./
 
 
 
 
 
 at 1902 gmt on 16 march, twitter user ""al-bunyan al-marsus"" tweeted an embedded image of a statement bearing the tahrir al-sham corps logo in which the ""kafr halab and miznar companies affiliated to ajnad al-sham, a subsidiary of ahrar al-sham movement"" announce they are resigning from ahrar al-sham to join the tahrir al-sham corps.",,Miznar Companies Fighters,MC Fighters,Miznar Companies,MC,,,Defect_Pos,,,,,,KH and MC defect to join HTS. Interesting because I didn't know that AASG was a subsidiary of ASIM,yes,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,Another affiliate of AASG announces loyalty to HTS,TRL2017041969475996,2017-04-19,940,"at 1936 gmt on 16 april, twitter user ""morad ahrar"" began tweeting two messages, each including an embedded image of a pledge of allegiance to the tahrir al-sham corps. the first statement bears the tahrir al-sham corps logo and includes a pledge of allegiance by ""the 8th battalion and the office of armaments of the artillery brigade affiliated to the ahrar al-sham movement."" the second statement bears the tahrir al-sham corps banner and states that the ""shura council of the ajnad al-sham brigade convened on 7 april 2017 to discuss a merger with the tahrir al-sham corps after waiting for three months"" to think this decision through. the statement adds that while ""most members"" finally voted in favor of the merger, they were ""surprised"" to see their commander ""go against the unanimous decision of the council and pledge allegiance instead to the ahrar al-sham movement without consulting with the council."" ""therefore,"" the statement concludes, ""we, the brothers mentioned below pledge allegiance to the tahrir al-sham corps."" the statement lists the men.",,Ajnad al-Sham ,AASG,Tahrir al-Sham,HTS,,,Merger,,,,,,AASG pledges to HTS but they seem to have bypassed propper channels and stepped on toes of ASIM and possibly the sharia council as well. confused,,ANS,.
2017,.,,no,no,NA,no,no,.,no,no,,.,.,.,formation of 2nd Battalion a subsidiary of YPG*,formation of 2nd Battalion a subsidiary of YPG,TRR2017042206062502,2017-04-22,941,"on 20 april, ""rojava24"" tweeted that the people's protection
 
 units ""formed the 2nd battalion, made up of 235 personnel"" in 'ifrin.",,People's Protection Units,YPG,YPG 2nd Battalion,YPG2nd,,,Formal_Alliance,,,,,,YPG forms new battalion ,,ANS,.
2017,.,,no,no,no,.,yes,.,no,no,.,.,.,.,direct_quote,SKIP. Political statements,TRR2017042500855784,2017-04-25,942,"on 23 april, ""abu-'isa al-shaykh"" , the account of ahmad 'isa
 
 al-shaykh, aka abu-'isa al-shaykh, the commander of the suqur al-sham
 
 brigade, issued the following series of tweets regarding tahrir al-sham
 
 corps' stance toward the ahrar al-sham islamic movement and other rebel
 
 factions :
 
  * ""these battlefronts [in hamah] had able men and courageous soldiers
 
  until they were stabbed in their backs, attacked in their homes, had
 
  their weapons seized, and had their loyalty and religiosity
 
  slandered [by jund al-aqsa, a fath al-sham front/tahrir al-sham
 
  corps affiliate].""",,,,Ahrar al-Sham,ASIM,,,Gen_Pos,,,,,,"SAS criticizes JAA, FSF, and HTS and tacitly supports ASIM, This is interesting to see HTS and FSF and JAA in the same breath because HTS and JAA fought earlier. ",,ANS,.
2017,.,,no,no,no,.,yes,.,no,no,.,.,.,.,direct_quote,SKIP. Political statements,TRR2017042500855784,2017-04-25,942.1,"on 23 april, ""abu-'isa al-shaykh"" , the account of ahmad 'isa
 
 al-shaykh, aka abu-'isa al-shaykh, the commander of the suqur al-sham
 
 brigade, issued the following series of tweets regarding tahrir al-sham
 
 corps' stance toward the ahrar al-sham islamic movement and other rebel
 
 factions :
 
  * ""these battlefronts [in hamah] had able men and courageous soldiers
 
  until they were stabbed in their backs, attacked in their homes, had
 
  their weapons seized, and had their loyalty and religiosity
 
  slandered [by jund al-aqsa, a fath al-sham front/tahrir al-sham
 
  corps affiliate].""",,,,Jund al-Aqsa; Fath al-Sham Front; Tahrir al-Sham,JAA; FSF; HTS,,,Critique,,,,,,"SAS criticizes JAA, FSF, and HTS and tacitly supports ASIM, This is interesting to see HTS and FSF and JAA in the same breath because HTS and JAA fought earlier. ",,ANS,.
2017,NA,NA,no,no,no,no,no,no,no,no,.,.,.,.,other,Ajnad al-Sham BRIGADE is goinging Tahrir al-Sham corps. content repeated in several claims in spring of 2017,TRO2017042904714223,2017-04-29,944,"*defections, pledges of allegiance*
 
 
 
 
 
 on 27 april, ""abu-anas #5"" tweeted an image of a statement attributed to the ""ajnad al-sham brigade"" and bearing the logo of tahrir al-sham corps, in which the group announces that it is ""joining tahrir al-sham corps under the leadership of engineer abu-jabir al-shaykh.""",,Ajand al-sham ,AASG,Tahrir al-Sham,HTS,Tahrir al-Sham,HTS,Merger,,,,,,AASG joins HTS,,ANS,.
2017,Raqqa,NA,no,yes,no,no,no,no,no,no,HTS,ARC,NA,NA,direct_quote,NA,TRO2017042904714223,2017-04-29,945,"n 28 april, ""fahad wawiyah"" tweeted: #breaking | #jaysh_al-islam has seized control of the town of #hazzah in eastern al ghutah following clashes with #tahrir_al-sham corps."" on 28 april, ""salil al-majd"" tweeted: ""#jaysh al-islam has seized control of all the bases of #tahrir_al-sham in 'irbin, and the clashes are ongoing in #hurrah."" on 28 april, ""jaysh al-islam"" , the official account of jaysh al-islam, tweeted a statement on clashes between the group and tahrir al-sham corps and its ally al-rahman corps in eastern al ghutah. according to the statement, ""jaysh al-islam is still calling for renouncing discord and uniting the word among all the factions."" tahrir al-sham corps is said to have ""insisted on continuing and escalating its repeated transgressions against us by blocking our routes to the battlefronts [against the regime], assaulting our reinforcements,"" and ""insulting them at the checkpoints."" the statement adds that ""all the mediation efforts and sessions did not succeed in curbing or alleviating these practices, which culminated yesterday evening in the detainment of an entire reinforcement element heading to the raging battlefront in al qabun and the eastern damascus neighborhoods."" this ""prompted jaysh al-islam troops to deal firmly with this assault and repulse the transgression."" tahrir al-sham corps is urged to ""release the reinforcement element"" and ""put an end to these irresponsible and wanton practices."" jaysh al-islam asserts that this ""dispute is confined to tahrir al-sham corps [and its allies], since we are in total accord and communication with all the other factions.""",,Al-Rahman Corps,ARC,Tahrir al-Sham,HTS,,,Formal_Alliance,,,,,,HTS and ARC are allied. JAI is fighting HTS while calling for uniting all factions. JAI says it is the victim of HTS agressions. JAI says it only has gripes with HTS and that it's on good terms with all other factions. ,,ANS,.
2017,Raqqa,NA,no,yes,no,no,no,no,no,no,HTS,ARC,NA,NA,direct_quote,NA,TRO2017042904714223,2017-04-29,945.1,"n 28 april, ""fahad wawiyah"" tweeted: #breaking | #jaysh_al-islam has seized control of the town of #hazzah in eastern al ghutah following clashes with #tahrir_al-sham corps."" on 28 april, ""salil al-majd"" tweeted: ""#jaysh al-islam has seized control of all the bases of #tahrir_al-sham in 'irbin, and the clashes are ongoing in #hurrah."" on 28 april, ""jaysh al-islam"" , the official account of jaysh al-islam, tweeted a statement on clashes between the group and tahrir al-sham corps and its ally al-rahman corps in eastern al ghutah. according to the statement, ""jaysh al-islam is still calling for renouncing discord and uniting the word among all the factions."" tahrir al-sham corps is said to have ""insisted on continuing and escalating its repeated transgressions against us by blocking our routes to the battlefronts [against the regime], assaulting our reinforcements,"" and ""insulting them at the checkpoints."" the statement adds that ""all the mediation efforts and sessions did not succeed in curbing or alleviating these practices, which culminated yesterday evening in the detainment of an entire reinforcement element heading to the raging battlefront in al qabun and the eastern damascus neighborhoods."" this ""prompted jaysh al-islam troops to deal firmly with this assault and repulse the transgression."" tahrir al-sham corps is urged to ""release the reinforcement element"" and ""put an end to these irresponsible and wanton practices."" jaysh al-islam asserts that this ""dispute is confined to tahrir al-sham corps [and its allies], since we are in total accord and communication with all the other factions.""",,Jaysh al-Islam,JAI,Tahrir al-Sham,HTS,,,Critique,,,,,,HTS and ARC are allied. JAI is fighting HTS while calling for uniting all factions. JAI says it is the victim of HTS agressions. JAI says it only has gripes with HTS and that it's on good terms with all other factions. ,,ANS,.
2017,Rif Damashq,NA,no,no,no,no,no,no,no,no,ARC,.,.,.,direct_quote,ARC accuses JAI of aggression and duplicitive actions,TRR2017050200541076,2017-05-02,947,"on 30 april, ""faylaq al-rahman"" , the official account
 
 
 of al-rahman corps, tweeted a statement issued by the group's ""general
 
 
 command"" accusing jaysh al-islam of using ""the elimination of tahrir
 
 
 al-sham corps as a pretext to attack the headquarters and depots of
 
 
 al-rahman corps and assault its members."" jaysh al-islam is also accused
 
 
 of ""seizing control of the corps' bases in madayra, bayt sawa,
 
 
 al-aftaris battalion, and the headquarters of the 45th brigade in al
 
 
 muhammadiyah, cutting off all the supply routes to the battlefronts of
 
 
 al-rahman corps in al muhammadiyah and al qabun."" according to the
 
 
 statement, ""jaysh al-islam is trying to promote the appearance of
 
 
 brotherhood, friendliness, and neutrality, which is false and
 
 
 misleading."" al-rahman corps denies that it ""has given shelter to
 
 
 members of tahrir al-sham corps and communicated with them,"" and
 
 
 concludes by asserting that the group ""is committed only to defending
 
 
 itself and repelling the assaults, and so jaysh al-islam must halt its
 
 
 aggression and withdraw from all the headquarters and bases it has seized.""",,Al-Rahman Corps,ARC,Jaysh al-Islam,JAI,Al-Rahman Corps,ARC,Critique,,,,,,ARC says JAI uses it's the excuse of it's gripe with HTS to attack their (ARC's) HQ code on other side. Says they also seized HTS bases.ARC says JAI's call for unity is false. ARC also denies giving shelter to HTS. ,yes,ANS,.
2017,Rif Damashq,NA,no,no,no,no,no,no,no,no,ARC,.,.,.,direct_quote,ARC accuses JAI of aggression and duplicitive actions,TRR2017050200541076,2017-05-02,947.1,"on 30 april, ""faylaq al-rahman"" , the official account
 
 
 of al-rahman corps, tweeted a statement issued by the group's ""general
 
 
 command"" accusing jaysh al-islam of using ""the elimination of tahrir
 
 
 al-sham corps as a pretext to attack the headquarters and depots of
 
 
 al-rahman corps and assault its members."" jaysh al-islam is also accused
 
 
 of ""seizing control of the corps' bases in madayra, bayt sawa,
 
 
 al-aftaris battalion, and the headquarters of the 45th brigade in al
 
 
 muhammadiyah, cutting off all the supply routes to the battlefronts of
 
 
 al-rahman corps in al muhammadiyah and al qabun."" according to the
 
 
 statement, ""jaysh al-islam is trying to promote the appearance of
 
 
 brotherhood, friendliness, and neutrality, which is false and
 
 
 misleading."" al-rahman corps denies that it ""has given shelter to
 
 
 members of tahrir al-sham corps and communicated with them,"" and
 
 
 concludes by asserting that the group ""is committed only to defending
 
 
 itself and repelling the assaults, and so jaysh al-islam must halt its
 
 
 aggression and withdraw from all the headquarters and bases it has seized.""",,Al-Rahman Corps,ARC,Jaysh al-Islam,JAI,Al-Rahman Corps,ARC,Collaboration,,,,,,ARC says JAI uses it's the excuse of it's gripe with HTS to attack their (ARC's) HQ code on other side. Says they also seized HTS bases.ARC says JAI's call for unity is false. ARC also denies giving shelter to HTS. ,yes,ANS,.
NA,NA,,,no,,no,,,NA,no,.,.,.,,other,.,TRR2017050200541076,2017-05-02,948,"on 1 may, ""mohammed"" tweeted a joint statement attributed to eleven free syrian army affiliates announcing ""with all frankness and sincerity that we support our brothers in jaysh al-islam in their quest to extirpate this malignant cancer [refers to tahrir al-sham corps]."" the signatories are: al-hamzah brigade | special forces, the 51st brigade, fastaqim kama umirt grouping, the 23rd division, al-sultan murad division, minagh revolutionary council, al-shamaliyah division, al-sultan 'uthman brigade, al-sultan sulayman shah division, suqur al-shamal brigade, and the 9th division.",,,,Jaysh al-Islam,JAI,,,Gen_Pos,,,,,,FSA supports JAI condemns HTS,,ANS,.
NA,NA,,,no,,no,,,NA,no,.,.,.,,other,.,TRR2017050200541076,2017-05-02,948.1,"on 1 may, ""mohammed"" tweeted a joint statement attributed to eleven free syrian army affiliates announcing ""with all frankness and sincerity that we support our brothers in jaysh al-islam in their quest to extirpate this malignant cancer [refers to tahrir al-sham corps]."" the signatories are: al-hamzah brigade | special forces, the 51st brigade, fastaqim kama umirt grouping, the 23rd division, al-sultan murad division, minagh revolutionary council, al-shamaliyah division, al-sultan 'uthman brigade, al-sultan sulayman shah division, suqur al-shamal brigade, and the 9th division.",,,,,,,,Critique,,,,,,FSA supports JAI condemns HTS,,ANS,.
2017,,,no,no,no,no,no,,no,no,,,,,direct_quote,,TRR2017050200541076,2017-05-02,949,"on 29 april, ""jaysh al-islam"" , the official account of jaysh al-islam, tweeted a message addressing tahrir al-sham corps members and declaring that ""we in jaysh al-islam welcome anyone who comes to us [while] disavowing his faction and laying down his arms; and he will have the same rights and duties we have if his hands are not stained with the blood of a muslim."" on 30 april, ""jaysh al-islam"" tweeted a statement issued by the group's ""general command"" regarding the group's clashes with tahrir al-sham corps and al-rahman corps in eastern al ghutah . the statement addresses ""the commanders and mujahideen in al-rahman corps"" as ""brothers in islam and partners in the revolution"" and asserts that ""the settling of scores with the al-nusrah front faction [refers to tahrir al-sham corps] in eastern al ghutah came as a result of the transgressions and assaults against our mujahideen -- the details and facts of which you are aware."" jaysh al-islam declares its intent ""to dissolve this faction [refers to tahrir al-sham] in eastern al ghutah, bring its commanders before the judiciary, and put an end to this alien ideology which has brought calamities on our revolution,"" and asserts that despite ""the differences between jaysh al-islam and al-rahman corps,"" they ""will remain secondary, as we agree that what brings us together is much greater than what divides us."" al-rahman corps is asked to ""remain neutral"" if it decides to ""refuse to take part"" in efforts against tahrir al-sham. the command then mentions that ""we have seen you clearly siding with, and even extending strong support, to their defeated remnants after we eliminated 70 percent of their forces in [just] a few hours, with insignificant losses from our side."" the statement concludes by asserting that the position of al-rahman corps ""is totally unacceptable to us,"" adding that ""jaysh al-islam has given to al-rahman corps all the assurances and guarantees that our target is this sinful band [refers to tahrir al-sham] in al ghutah, and we are prepared to give any further guarantees that preserve your rights, safety, and security."" on 1 may, ""jaysh al-islam"" tweeted a statement by the group's ""general command"" denouncing ""the targeting of the important medical facilities by the criminals of al-nusrah front [refers to tahrir al-sham corps] in some areas of al ghutah"" and urging al-rahman corps to ""punish those [responsible], since these areas are under the control of the corps.""",,Jaysh al-Islam,JAI,,,Jaysh al-Islam,JAI,Critique,,,,,,JAI promises to take in any fighter who disavows their faction says they intend to disolve HTS. ,,ANS,.
NA,Rif Dimashq,,,no,,no,,,NA,no,,.,.,.,other,"clashes between ARC, JAI, HTS commentary",TRR2017050301604717,2017-05-03,950,"on 29 april, ""ahmad muhammad najib"" , the account of ahmad
 
 najib, the head of the ahrar al-sham islamic movement's judicial
 
 commission, tweeted the following on the jaysh al-islam / tahrir al-sham
 
 corps, al-rahman corps clashes:
 
 
 
  * ""what kind of affliction we are witnessing in al ghutah of the
 
  levant? what sin is greater than killing a[nother] muslim? how could
 
  it be that [the spilling of muslim] blood has become so easy that we
 
  do not even get disturbed by it?""
 
  * ""we may criticize our brothers in jaysh al-islam -- if the story of
 
  their transgression is true, and there are many indications that
 
  point in that direction -- just as we criticized our brothers in
 
  [tahrir al-sham] corps for [the same thing in the past]. so fear god!""
 
  * ""o jaysh al-islam, what would you do with [the saying] 'there is no
 
  god but god' on judgment day? o jaysh al-islam, fear god and mind
 
  him, and prepare your response for the day that will turn the hair
 
  of children gray.""",,,,,,,,Critique,,,,,,ASIM comments that JAI is being critiqued for the same things HTS has done in the past. (killing muslims) I wonder which thing he is refering to exactly,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,other,one ARC defects to JAI,TRR2017050400081030,2017-05-04,954,"/screenshot from video of ""colonel abu-muhammad al-kurdi, commander of
 
 the al-rahman corps-affiliated abu-'ubaydah ibn al-jarrah battalion,""
 
 who announced his defection to jaysh al-islam. posted by the ""jaysh
 
 al-islam"" youtube channel./",,Al-Rahman Corps Fighter,ARC Figher,Al-Rahman Corps,ARC,Al-Rahman Corps,ARC,Defect_Neg,,,,,,ARC commander defects to JAI,,ANS,.
NA,.,,,no,,no,,,NA,no,.,.,.,.,other,one ARC defects to JAI,TRR2017050400081030,2017-05-04,954.1,"/screenshot from video of ""colonel abu-muhammad al-kurdi, commander of
 
 the al-rahman corps-affiliated abu-'ubaydah ibn al-jarrah battalion,""
 
 who announced his defection to jaysh al-islam. posted by the ""jaysh
 
 al-islam"" youtube channel./",,Al-Rahman Corps Fighter,ARC Fighters,Jaysh al-Islam,JAI,Al-Rahman Corps,ARC,Defect_Pos,,,,,,ARC commander defects to JAI,,ANS,.
